Local_Time, PrecipTot, Temp
2022-11-01 07:14:50,0.0,14.6
2022-11-01 07:19:46,0.0,14.0
2022-11-01 07:24:58,0.0,14.1
2022-11-01 07:29:55,0.0,14.3
2022-11-01 07:34:49,0.0,14.6
2022-11-01 07:39:47,0.0,14.3
2022-11-01 07:44:43,0.0,14.8
2022-11-01 07:49:59,0.0,14.4
2022-11-01 07:54:55,0.0,14.5
2022-11-01 07:59:50,0.0,15.4
2022-11-01 08:04:47,0.0,16.4
2022-11-01 08:09:58,0.0,18.1
2022-11-01 08:14:57,0.0,18.7
2022-11-01 08:19:53,0.0,19.7
2022-11-01 08:24:48,0.0,20.4
2022-11-01 08:29:44,0.0,21.1
2022-11-01 08:34:59,0.0,21.8
2022-11-01 08:39:59,0.0,22.2
2022-11-01 08:44:54,0.0,22.9
2022-11-01 08:49:54,0.0,24.2
2022-11-01 08:54:51,0.0,24.4
2022-11-01 08:59:59,0.0,24.8
2022-11-01 09:04:55,0.0,24.5
2022-11-01 09:09:58,0.0,25.4
2022-11-01 09:14:49,0.0,23.9
2022-11-01 09:19:59,0.0,24.0
2022-11-01 09:24:57,0.0,24.5
2022-11-01 09:29:59,0.0,24.6
2022-11-01 09:34:54,0.0,24.5
2022-11-01 09:39:54,0.0,24.5
2022-11-01 09:44:41,0.0,25.1
2022-11-01 09:49:59,0.0,25.0
2022-11-01 09:54:39,0.0,24.6
2022-11-01 09:59:54,0.0,24.9
2022-11-01 10:04:57,0.0,24.9
2022-11-01 10:09:47,0.0,24.9
2022-11-01 10:14:06,0.0,25.1
2022-11-01 10:19:55,0.0,25.1
2022-11-01 10:24:38,0.0,25.6
2022-11-01 10:32:09,0.0,25.5
2022-11-01 10:39:49,0.0,25.7
2022-11-01 10:44:45,0.0,25.3
2022-11-01 10:49:59,0.0,25.2
2022-11-01 10:54:56,0.0,25.7
2022-11-01 10:59:52,0.0,25.7
2022-11-01 11:04:48,0.0,26.0
2022-11-01 11:09:44,0.0,26.2
2022-11-01 11:14:58,0.0,26.5
2022-11-01 11:19:54,0.0,26.9
2022-11-01 11:24:50,0.0,27.0
2022-11-01 11:29:46,0.0,27.5
2022-11-01 11:34:42,0.0,27.6
2022-11-01 11:39:57,0.0,27.8
2022-11-01 11:44:34,0.0,28.1
2022-11-01 11:49:49,0.0,28.5
2022-11-01 11:54:45,0.0,28.5
2022-11-01 11:59:42,0.0,28.8
2022-11-01 12:04:56,0.0,29.0
2022-11-01 12:09:52,0.0,29.2
2022-11-01 12:14:48,0.0,29.3
2022-11-01 12:19:44,0.0,29.7
2022-11-01 12:24:59,0.0,29.7
2022-11-01 12:29:55,0.0,29.9
2022-11-01 12:34:50,0.0,30.3
2022-11-01 12:39:47,0.0,30.6
2022-11-01 12:44:43,0.0,30.4
2022-11-01 12:49:57,0.0,30.5
2022-11-01 12:54:54,0.0,30.6
2022-11-01 12:59:50,0.0,30.9
2022-11-01 13:04:46,0.0,31.1
2022-11-01 13:09:42,0.0,31.0
2022-11-01 13:14:56,0.0,31.4
2022-11-01 13:19:52,0.0,31.5
2022-11-01 13:24:48,0.0,31.4
2022-11-01 13:29:44,0.0,32.1
2022-11-01 13:34:59,0.0,32.2
2022-11-01 13:39:56,0.0,31.8
2022-11-01 13:44:51,0.0,31.5
2022-11-01 13:49:47,0.0,31.5
2022-11-01 13:54:43,0.0,32.3
2022-11-01 13:59:58,0.0,32.2
2022-11-01 14:04:54,0.0,32.6
2022-11-01 14:09:50,0.0,32.4
2022-11-01 14:14:48,0.0,32.3
2022-11-01 14:19:43,0.0,31.9
2022-11-01 14:24:59,0.0,32.2
2022-11-01 14:29:55,0.0,32.3
2022-11-01 14:34:51,0.0,32.8
2022-11-01 14:39:47,0.0,32.9
2022-11-01 14:44:43,0.0,32.6
2022-11-01 14:49:56,0.0,32.7
2022-11-01 14:54:52,0.0,33.0
2022-11-01 14:59:50,0.0,32.5
2022-11-01 15:04:46,0.0,32.7
2022-11-01 15:09:58,0.0,32.4
2022-11-01 15:14:55,0.0,32.3
2022-11-01 15:19:50,0.0,32.1
2022-11-01 15:24:49,0.0,32.8
2022-11-01 15:29:45,0.0,32.6
2022-11-01 15:34:58,0.0,32.3
2022-11-01 15:39:56,0.0,32.5
2022-11-01 15:44:52,0.0,32.4
2022-11-01 15:49:45,0.0,32.1
2022-11-01 15:54:44,0.0,32.2
2022-11-01 15:59:57,0.0,31.8
2022-11-01 16:04:55,0.0,31.5
2022-11-01 16:09:48,0.0,31.6
2022-11-01 16:14:44,0.0,31.8
2022-11-01 16:19:59,0.0,32.2
2022-11-01 16:24:58,0.0,31.7
2022-11-01 16:29:53,0.0,31.5
2022-11-01 16:34:47,0.0,31.5
2022-11-01 16:39:43,0.0,31.6
2022-11-01 16:44:58,0.0,31.4
2022-11-01 16:49:56,0.0,31.2
2022-11-01 16:54:52,0.0,31.1
2022-11-01 16:59:48,0.0,30.4
2022-11-01 17:04:42,0.0,30.3
2022-11-01 17:09:59,0.0,30.3
2022-11-01 17:14:55,0.0,30.2
2022-11-01 17:19:51,0.0,30.2
2022-11-01 17:24:46,0.0,29.8
2022-11-01 17:29:59,0.0,29.5
2022-11-01 17:34:57,0.0,29.5
2022-11-01 17:39:54,0.0,29.3
2022-11-01 17:44:58,0.0,29.1
2022-11-01 17:49:47,0.0,28.9
2022-11-01 17:54:41,0.0,28.5
2022-11-01 17:59:58,0.0,28.4
2022-11-01 18:04:54,0.0,28.6
2022-11-01 18:09:50,0.0,27.9
2022-11-01 18:14:47,0.0,27.6
2022-11-01 18:19:57,0.0,27.1
2022-11-01 18:24:57,0.0,27.3
2022-11-01 18:29:53,0.0,27.8
2022-11-01 18:34:49,0.0,27.4
2022-11-01 18:39:59,0.0,27.1
2022-11-01 18:44:56,0.0,27.1
2022-11-01 18:49:56,0.0,26.8
2022-11-01 18:54:53,0.0,26.2
2022-11-01 18:59:48,0.0,26.0
2022-11-01 19:04:59,0.0,26.0
2022-11-01 19:09:59,0.0,25.7
2022-11-01 19:14:57,0.0,25.2
2022-11-01 19:19:50,0.0,24.8
2022-11-01 19:24:48,0.0,24.5
2022-11-01 19:29:57,0.0,24.2
2022-11-01 19:34:58,0.0,23.9
2022-11-01 19:39:54,0.0,23.7
2022-11-01 19:44:49,0.0,23.7
2022-11-01 19:49:46,0.0,23.9
2022-11-01 19:54:56,0.0,23.3
2022-11-01 19:59:57,0.0,23.0
2022-11-01 20:04:51,0.0,22.7
2022-11-01 20:09:49,0.0,22.3
2022-11-01 20:14:58,0.0,21.9
2022-11-01 20:19:59,0.0,21.6
2022-11-01 20:24:55,0.0,21.3
2022-11-01 20:29:54,0.0,21.0
2022-11-01 20:34:46,0.0,20.5
2022-11-01 20:39:57,0.0,20.2
2022-11-01 20:44:56,0.0,19.9
2022-11-01 20:49:50,0.0,19.4
2022-11-01 20:54:48,0.0,18.4
2022-11-01 20:59:59,0.0,18.3
2022-11-01 21:04:58,0.0,18.3
2022-11-01 21:09:55,0.0,17.2
2022-11-01 21:14:50,0.0,17.3
2022-11-01 21:19:46,0.0,16.9
2022-11-01 21:24:58,0.0,16.6
2022-11-01 21:29:57,0.0,16.6
2022-11-01 21:34:53,0.0,16.6
2022-11-01 21:39:48,0.0,16.4
2022-11-01 21:44:45,0.0,16.4
2022-11-01 21:49:59,0.0,16.3
2022-11-01 21:54:55,0.0,16.3
2022-11-01 21:59:52,0.0,16.2
2022-11-01 22:04:48,0.0,16.2
2022-11-01 22:09:59,0.0,16.0
2022-11-01 22:14:58,0.0,16.0
2022-11-01 22:19:55,0.0,16.0
2022-11-01 22:24:51,0.0,15.9
2022-11-01 22:29:46,0.0,15.8
2022-11-01 22:34:58,0.0,15.7
2022-11-01 22:39:57,0.0,15.5
2022-11-01 22:44:53,0.0,15.3
2022-11-01 22:49:49,0.0,15.2
2022-11-01 22:54:44,0.0,15.0
2022-11-01 22:59:59,0.0,15.2
2022-11-01 23:04:55,0.0,15.0
2022-11-01 23:09:51,0.0,14.8
2022-11-01 23:14:49,0.0,14.7
2022-11-01 23:19:59,0.0,14.6
2022-11-01 23:24:57,0.0,14.5
2022-11-01 23:29:54,0.0,14.6
2022-11-01 23:34:49,0.0,14.6
2022-11-01 23:39:47,0.0,14.5
2022-11-01 23:44:58,0.0,14.4
2022-11-01 23:49:57,0.0,14.3
2022-11-01 23:54:53,0.0,14.1
2022-11-01 23:59:49,0.0,13.9
2022-11-02 00:04:46,0.0,14.0
2022-11-02 00:09:59,0.0,14.2
2022-11-02 00:14:56,0.0,14.1
2022-11-02 00:19:51,0.0,14.0
2022-11-02 00:24:49,0.0,14.0
2022-11-02 00:29:59,0.0,14.0
2022-11-02 00:34:59,0.0,14.1
2022-11-02 00:39:53,0.0,14.6
2022-11-02 00:44:49,0.0,14.3
2022-11-02 00:49:45,0.0,14.4
2022-11-02 00:54:59,0.0,14.6
2022-11-02 00:59:58,0.0,14.7
2022-11-02 01:04:56,0.0,14.3
2022-11-02 01:09:50,0.0,13.9
2022-11-02 01:14:46,0.0,13.7
2022-11-02 01:19:56,0.0,13.8
2022-11-02 01:24:58,0.0,13.7
2022-11-02 01:29:51,0.0,13.6
2022-11-02 01:34:47,0.0,13.5
2022-11-02 01:39:59,0.0,13.5
2022-11-02 01:44:55,0.0,13.5
2022-11-02 01:49:58,0.0,13.9
2022-11-02 01:54:52,0.0,13.6
2022-11-02 01:59:49,0.0,13.4
2022-11-02 02:04:58,0.0,13.2
2022-11-02 02:09:59,0.0,13.0
2022-11-02 02:14:54,0.0,13.1
2022-11-02 02:19:51,0.0,13.1
2022-11-02 02:24:49,0.0,13.2
2022-11-02 02:29:59,0.0,13.3
2022-11-02 02:34:58,0.0,13.3
2022-11-02 02:39:55,0.0,13.6
2022-11-02 02:44:48,0.0,13.7
2022-11-02 02:49:59,0.0,13.2
2022-11-02 02:54:59,0.0,12.8
2022-11-02 02:59:56,0.0,12.8
2022-11-02 03:04:54,0.0,12.9
2022-11-02 03:09:50,0.0,13.3
2022-11-02 03:14:58,0.0,13.0
2022-11-02 03:19:57,0.0,12.9
2022-11-02 03:24:56,0.0,13.1
2022-11-02 03:29:52,0.0,12.6
2022-11-02 03:34:48,0.0,12.7
2022-11-02 03:39:58,0.0,12.8
2022-11-02 03:44:56,0.0,12.7
2022-11-02 03:49:55,0.0,12.6
2022-11-02 03:54:49,0.0,12.6
2022-11-02 03:59:49,0.0,12.7
2022-11-02 04:04:57,0.0,12.7
2022-11-02 04:09:57,0.0,12.7
2022-11-02 04:14:56,0.0,12.6
2022-11-02 04:19:52,0.0,12.9
2022-11-02 04:24:41,0.0,12.6
2022-11-02 04:29:56,0.0,12.3
2022-11-02 04:34:56,0.0,12.3
2022-11-02 04:39:55,0.0,11.8
2022-11-02 04:44:51,0.0,11.9
2022-11-02 04:49:58,0.0,11.8
2022-11-02 04:54:58,0.0,11.7
2022-11-02 04:59:55,0.0,11.9
2022-11-02 05:04:49,0.0,12.1
2022-11-02 05:09:49,0.0,12.2
2022-11-02 05:14:59,0.0,12.2
2022-11-02 05:19:57,0.0,12.1
2022-11-02 05:24:55,0.0,12.1
2022-11-02 05:29:52,0.0,11.9
2022-11-02 05:34:41,0.0,11.9
2022-11-02 05:39:48,0.0,11.8
2022-11-02 05:44:57,0.0,11.7
2022-11-02 05:49:56,0.0,12.1
2022-11-02 05:54:52,0.0,12.4
2022-11-02 05:59:53,0.0,11.7
2022-11-02 06:04:40,0.0,11.6
2022-11-02 06:09:53,0.0,11.6
2022-11-02 06:14:31,0.0,11.0
2022-11-02 06:19:47,0.0,11.1
2022-11-02 06:24:44,0.0,11.7
2022-11-02 06:29:58,0.0,11.8
2022-11-02 06:34:53,0.0,11.4
2022-11-02 06:39:51,0.0,10.9
2022-11-02 06:44:27,0.0,10.8
2022-11-02 06:49:39,0.0,11.1
2022-11-02 06:54:21,0.0,10.7
2022-11-02 06:59:14,0.0,10.8
2022-11-02 07:04:48,0.0,10.8
2022-11-02 07:09:46,0.0,10.8
2022-11-02 07:14:41,0.0,10.6
2022-11-02 07:19:49,0.0,10.5
2022-11-02 07:24:46,0.0,10.8
2022-11-02 07:29:41,0.0,10.9
2022-11-02 07:34:56,0.0,11.2
2022-11-02 07:39:52,0.0,11.3
2022-11-02 07:44:48,0.0,11.7
2022-11-02 07:49:44,0.0,11.8
2022-11-02 07:54:58,0.0,11.6
2022-11-02 07:59:55,0.0,13.2
2022-11-02 08:04:50,0.0,14.2
2022-11-02 08:09:47,0.0,14.8
2022-11-02 08:14:43,0.0,16.0
2022-11-02 08:19:59,0.0,16.6
2022-11-02 08:24:53,0.0,16.7
2022-11-02 08:29:49,0.0,17.7
2022-11-02 08:34:45,0.0,17.4
2022-11-02 08:39:41,0.0,18.2
2022-11-02 08:44:56,0.0,17.5
2022-11-02 08:49:52,0.0,17.4
2022-11-02 08:54:48,0.0,18.2
2022-11-02 08:59:44,0.0,18.2
2022-11-02 09:04:58,0.0,18.6
2022-11-02 09:09:56,0.0,18.1
2022-11-02 09:14:50,0.0,19.1
2022-11-02 09:19:46,0.0,18.9
2022-11-02 09:24:42,0.0,18.6
2022-11-02 09:29:57,0.0,18.7
2022-11-02 09:34:53,0.0,18.5
2022-11-02 09:39:49,0.0,18.6
2022-11-02 09:44:47,0.0,19.2
2022-11-02 09:49:59,0.0,19.7
2022-11-02 09:54:56,0.0,19.4
2022-11-02 09:59:52,0.0,19.2
2022-11-02 10:04:48,0.0,19.4
2022-11-02 10:09:43,0.0,19.7
2022-11-02 10:14:58,0.0,19.8
2022-11-02 10:19:54,0.0,20.3
2022-11-02 10:24:50,0.0,20.2
2022-11-02 10:29:46,0.0,19.8
2022-11-02 10:34:42,0.0,20.0
2022-11-02 10:39:57,0.0,20.3
2022-11-02 10:44:55,0.0,20.3
2022-11-02 10:49:51,0.0,21.0
2022-11-02 10:54:47,0.0,21.0
2022-11-02 10:59:59,0.0,21.6
2022-11-02 11:04:56,0.0,21.5
2022-11-02 11:09:54,0.0,21.6
2022-11-02 11:14:50,0.0,22.0
2022-11-02 11:19:45,0.0,22.3
2022-11-02 11:24:58,0.0,22.3
2022-11-02 11:29:54,0.0,22.6
2022-11-02 11:34:52,0.0,23.2
2022-11-02 11:39:48,0.0,23.6
2022-11-02 11:44:47,0.0,23.8
2022-11-02 11:49:59,0.0,23.8
2022-11-02 11:54:55,0.0,23.9
2022-11-02 11:59:51,0.0,24.1
2022-11-02 12:04:45,0.0,24.1
2022-11-02 12:09:42,0.0,24.0
2022-11-02 12:14:57,0.0,24.8
2022-11-02 12:19:51,0.0,25.1
2022-11-02 12:24:48,0.0,25.5
2022-11-02 12:29:46,0.0,25.1
2022-11-02 12:34:58,0.0,25.2
2022-11-02 12:39:56,0.0,25.8
2022-11-02 12:44:52,0.0,25.9
2022-11-02 12:49:49,0.0,26.2
2022-11-02 12:54:44,0.0,25.8
2022-11-02 12:59:59,0.0,26.1
2022-11-02 13:04:55,0.0,26.4
2022-11-02 13:09:51,0.0,26.7
2022-11-02 13:14:48,0.0,26.9
2022-11-02 13:19:59,0.0,27.3
2022-11-02 13:24:57,0.0,27.0
2022-11-02 13:29:54,0.0,27.6
2022-11-02 13:34:50,0.0,27.8
2022-11-02 13:39:47,0.0,27.9
2022-11-02 13:44:58,0.0,27.9
2022-11-02 13:49:57,0.0,27.9
2022-11-02 13:54:53,0.0,28.1
2022-11-02 13:59:49,0.0,28.8
2022-11-02 14:04:45,0.0,28.8
2022-11-02 14:09:59,0.0,28.2
2022-11-02 14:14:56,0.0,28.6
2022-11-02 14:19:51,0.0,29.4
2022-11-02 14:24:49,0.0,29.4
2022-11-02 14:29:44,0.0,29.0
2022-11-02 14:34:58,0.0,29.5
2022-11-02 14:39:56,0.0,30.1
2022-11-02 14:44:50,0.0,29.9
2022-11-02 14:49:46,0.0,29.9
2022-11-02 14:54:58,0.0,29.8
2022-11-02 14:59:56,0.0,30.0
2022-11-02 15:04:50,0.0,29.7
2022-11-02 15:09:46,0.0,29.5
2022-11-02 15:14:42,0.0,29.7
2022-11-02 15:19:57,0.0,29.6
2022-11-02 15:24:53,0.0,29.6
2022-11-02 15:29:52,0.0,29.8
2022-11-02 15:34:47,0.0,30.1
2022-11-02 15:39:44,0.0,30.0
2022-11-02 15:44:59,0.0,30.5
2022-11-02 15:49:52,0.0,30.4
2022-11-02 15:54:48,0.0,30.5
2022-11-02 15:59:44,0.0,29.9
2022-11-02 16:04:59,0.0,29.8
2022-11-02 16:09:57,0.0,29.7
2022-11-02 16:14:53,0.0,30.3
2022-11-02 16:19:48,0.0,30.5
2022-11-02 16:24:44,0.0,30.2
2022-11-02 16:29:59,0.0,30.2
2022-11-02 16:34:55,0.0,29.7
2022-11-02 16:39:52,0.0,29.6
2022-11-02 16:44:47,0.0,29.8
2022-11-02 16:49:44,0.0,30.1
2022-11-02 16:54:58,0.0,30.5
2022-11-02 16:59:54,0.0,30.6
2022-11-02 17:04:51,0.0,30.0
2022-11-02 17:09:46,0.0,29.6
2022-11-02 17:14:59,0.0,30.2
2022-11-02 17:19:55,0.0,30.3
2022-11-02 17:24:51,0.0,29.7
2022-11-02 17:29:47,0.0,30.0
2022-11-02 17:34:43,0.0,29.8
2022-11-02 17:39:57,0.0,29.8
2022-11-02 17:44:56,0.0,29.6
2022-11-02 17:49:49,0.0,29.2
2022-11-02 17:54:49,0.0,29.4
2022-11-02 17:59:46,0.0,29.4
2022-11-02 18:04:56,0.0,29.2
2022-11-02 18:09:55,0.0,29.3
2022-11-02 18:14:52,0.0,29.1
2022-11-02 18:19:48,0.0,29.1
2022-11-02 18:24:59,0.0,29.0
2022-11-02 18:29:59,0.0,28.8
2022-11-02 18:34:55,0.0,28.6
2022-11-02 18:39:51,0.0,28.1
2022-11-02 18:44:47,0.0,28.1
2022-11-02 18:49:58,0.0,27.8
2022-11-02 18:54:57,0.0,27.8
2022-11-02 18:59:55,0.0,27.4
2022-11-02 19:04:49,0.0,27.1
2022-11-02 19:09:48,0.0,26.6
2022-11-02 19:14:57,0.0,26.2
2022-11-02 19:19:57,0.0,26.0
2022-11-02 19:24:53,0.0,25.8
2022-11-02 19:29:50,0.0,25.5
2022-11-02 19:34:49,0.0,25.0
2022-11-02 19:39:56,0.0,24.8
2022-11-02 19:44:57,0.0,24.9
2022-11-02 19:49:48,0.0,24.7
2022-11-02 19:54:46,0.0,24.4
2022-11-02 19:59:58,0.0,23.9
2022-11-02 20:04:59,0.0,23.4
2022-11-02 20:09:54,0.0,23.3
2022-11-02 20:14:48,0.0,22.9
2022-11-02 20:19:48,0.0,22.5
2022-11-02 20:24:57,0.0,22.2
2022-11-02 20:29:59,0.0,22.0
2022-11-02 20:34:56,0.0,21.8
2022-11-02 20:39:52,0.0,21.3
2022-11-02 20:44:59,0.0,21.1
2022-11-02 20:49:59,0.0,20.6
2022-11-02 20:54:55,0.0,20.5
2022-11-02 20:59:51,0.0,19.3
2022-11-02 21:04:47,0.0,18.8
2022-11-02 21:09:58,0.0,18.7
2022-11-02 21:14:56,0.0,18.5
2022-11-02 21:19:55,0.0,18.0
2022-11-02 21:24:48,0.0,17.9
2022-11-02 21:29:44,0.0,17.9
2022-11-02 21:34:57,0.0,17.7
2022-11-02 21:39:57,0.0,17.7
2022-11-02 21:44:52,0.0,17.6
2022-11-02 21:49:49,0.0,17.6
2022-11-02 21:54:59,0.0,17.5
2022-11-02 21:59:41,0.0,17.4
2022-11-02 22:04:56,0.0,17.2
2022-11-02 22:09:50,0.0,17.1
2022-11-02 22:14:48,0.0,17.0
2022-11-02 22:19:58,0.0,16.9
2022-11-02 22:24:59,0.0,17.0
2022-11-02 22:29:55,0.0,16.8
2022-11-02 22:34:48,0.0,16.8
2022-11-02 22:39:46,0.0,16.6
2022-11-02 22:44:57,0.0,16.5
2022-11-02 22:49:58,0.0,16.5
2022-11-02 22:54:50,0.0,16.5
2022-11-02 22:59:49,0.0,16.5
2022-11-02 23:04:59,0.0,16.5
2022-11-02 23:09:55,0.0,16.4
2022-11-02 23:14:57,0.0,16.2
2022-11-02 23:19:52,0.0,16.0
2022-11-02 23:24:54,0.0,15.8
2022-11-02 23:29:58,0.0,15.7
2022-11-02 23:34:57,0.0,15.7
2022-11-02 23:39:51,0.0,15.6
2022-11-02 23:44:47,0.0,15.5
2022-11-02 23:49:47,0.0,15.4
2022-11-02 23:54:58,0.0,15.3
2022-11-02 23:59:58,0.0,15.1
2022-11-03 00:04:55,0.0,14.9
2022-11-03 00:09:51,0.0,14.9
2022-11-03 00:14:59,0.0,14.8
2022-11-03 00:19:59,0.0,14.7
2022-11-03 00:24:56,0.0,14.6
2022-11-03 00:29:54,0.0,14.5
2022-11-03 00:34:49,0.0,14.5
2022-11-03 00:39:58,0.0,14.6
2022-11-03 00:44:56,0.0,14.6
2022-11-03 00:49:54,0.0,14.6
2022-11-03 00:54:48,0.0,14.3
2022-11-03 00:59:48,0.0,14.3
2022-11-03 01:04:57,0.0,14.3
2022-11-03 01:09:59,0.0,14.2
2022-11-03 01:14:57,0.0,14.0
2022-11-03 01:19:48,0.0,13.8
2022-11-03 01:24:59,0.0,13.7
2022-11-03 01:29:59,0.0,13.6
2022-11-03 01:34:56,0.0,13.4
2022-11-03 01:39:54,0.0,13.4
2022-11-03 01:44:50,0.0,13.4
2022-11-03 01:49:59,0.0,13.3
2022-11-03 01:54:59,0.0,13.1
2022-11-03 01:59:58,0.0,13.0
2022-11-03 02:04:49,0.0,12.8
2022-11-03 02:09:48,0.0,12.8
2022-11-03 02:14:58,0.0,12.7
2022-11-03 02:19:52,0.0,12.6
2022-11-03 02:24:52,0.0,12.5
2022-11-03 02:29:52,0.0,12.6
2022-11-03 02:34:59,0.0,12.5
2022-11-03 02:39:57,0.0,12.5
2022-11-03 02:44:55,0.0,12.4
2022-11-03 02:49:55,0.0,12.4
2022-11-03 02:54:51,0.0,12.4
2022-11-03 02:59:57,0.0,12.5
2022-11-03 03:04:57,0.0,12.5
2022-11-03 03:09:56,0.0,12.4
2022-11-03 03:14:48,0.0,12.7
2022-11-03 03:19:52,0.0,12.7
2022-11-03 03:24:59,0.0,12.6
2022-11-03 03:29:44,0.0,12.4
2022-11-03 03:34:57,0.0,12.5
2022-11-03 03:39:54,0.0,12.6
2022-11-03 03:44:32,0.0,12.7
2022-11-03 03:49:13,0.0,12.7
2022-11-03 03:54:40,0.0,12.7
2022-11-03 03:59:57,0.0,12.6
2022-11-03 04:04:52,0.0,12.4
2022-11-03 04:09:49,0.0,12.4
2022-11-03 04:14:45,0.0,12.3
2022-11-03 04:18:48,0.0,12.5
2022-11-03 04:22:27,0.0,12.7
2022-11-03 04:29:59,0.0,12.8
2022-11-03 04:34:55,0.0,12.7
2022-11-03 04:39:51,0.0,12.6
2022-11-03 04:44:47,0.0,12.6
2022-11-03 04:49:43,0.0,12.5
2022-11-03 04:54:57,0.0,12.5
2022-11-03 04:59:53,0.0,12.5
2022-11-03 05:04:49,0.0,12.4
2022-11-03 05:09:46,0.0,12.3
2022-11-03 05:14:41,0.0,12.3
2022-11-03 05:19:56,0.0,12.4
2022-11-03 05:24:52,0.0,12.2
2022-11-03 05:29:48,0.0,12.1
2022-11-03 05:34:44,0.0,11.9
2022-11-03 05:39:59,0.0,11.8
2022-11-03 05:44:55,0.0,11.6
2022-11-03 05:49:51,0.0,11.5
2022-11-03 05:54:47,0.0,11.3
2022-11-03 05:59:43,0.0,11.4
2022-11-03 06:04:57,0.0,11.2
2022-11-03 06:09:54,0.0,11.2
2022-11-03 06:14:50,0.0,10.9
2022-11-03 06:19:45,0.0,10.8
2022-11-03 06:24:42,0.0,10.8
2022-11-03 06:29:56,0.0,10.7
2022-11-03 06:34:52,0.0,10.5
2022-11-03 06:39:48,0.0,10.6
2022-11-03 06:44:44,0.0,10.7
2022-11-03 06:49:40,0.0,10.8
2022-11-03 06:54:55,0.0,11.0
2022-11-03 06:59:51,0.0,11.2
2022-11-03 07:04:47,0.0,11.4
2022-11-03 07:09:43,0.0,11.7
2022-11-03 07:14:58,0.0,11.9
2022-11-03 07:19:54,0.0,12.0
2022-11-03 07:24:49,0.0,12.1
2022-11-03 07:29:46,0.0,12.2
